"source_id","source_category","source_subtype","source_name","source_description","geometry_type","latitude","longitude","geometry_wkt","road_class","road_ref","road_length_km","area_km2","fuel_or_material","capacity_value","capacity_unit","operator","activity_status","default_include","confidence_tier","officially_listed","data_origin","source_authority","official_reference_url","map_source_url","source_license","osm_type","osm_id","osm_last_edit_utc","inventory_retrieved_utc","rag_claim_scope","notes"
"osm-road-way-175769888","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6381186,77.2696813,"LINESTRING(77.2693526 28.6410097, 77.2693553 28.6409779, 77.2693766 28.6407275, 77.2694614 28.6397318, 77.2696773 28.6381547, 77.2699986 28.6352259)","motorway","",0.646294,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/175769888","ODbL 1.0; © OpenStreetMap contributors","way",175769888,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-175803867","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6711425,77.2555714,"LINESTRING(77.2554951 28.6698691, 77.2554969 28.6699506, 77.2555023 28.6701832, 77.2555109 28.6703509, 77.2555291 28.6707067, 77.2555758 28.6711875, 77.2556074 28.6714103, 77.2556618 28.6717359, 77.2557400 28.6721046, 77.2557986 28.6724019)","motorway","NH709B",0.283667,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/175803867","ODbL 1.0; © OpenStreetMap contributors","way",175803867,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-175803869","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.7266411,77.259181,"LINESTRING(77.2576543 28.7161341, 77.2578028 28.7171769, 77.2578886 28.7178120, 77.2579785 28.7184380, 77.2580949 28.7192610, 77.2583662 28.7211973, 77.2593108 28.7275080, 77.2595859 28.7294340, 77.2599829 28.7323646, 77.2605116 28.7359011, 77.2605651 28.7363085, 77.2606015 28.7365888, 77.2606730 28.7371518)","motorway","NH709B",2.355566,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/175803869","ODbL 1.0; © OpenStreetMap contributors","way",175803869,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-175803909","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6826416,77.2553264,"LINESTRING(77.2566697 28.6775515, 77.2566284 28.6777304, 77.2564519 28.6783845, 77.2561884 28.6793398, 77.2559936 28.6800761, 77.2558192 28.6807475, 77.2557034 28.6811918, 77.2551691 28.6832463, 77.2550702 28.6836199, 77.2548974 28.6842727, 77.2545904 28.6854566, 77.2545247 28.6857278, 77.2543860 28.6862657, 77.2542912 28.6866147, 77.2542442 28.6867995, 77.2541494 28.6871729, 77.2541129 28.6873187, 77.2540240 28.6876744, 77.2540084 28.6877368)","motorway","NH709B",1.161956,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/175803909","ODbL 1.0; © OpenStreetMap contributors","way",175803909,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-175803910","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6966525,77.2551056,"LINESTRING(77.2563049 28.7055470, 77.2560734 28.7038762, 77.2560018 28.7033218, 77.2559026 28.7026064, 77.2558108 28.7019081, 77.2555476 28.6999465, 77.2555166 28.6997158, 77.2550995 28.6966070, 77.2550113 28.6959570, 77.2548455 28.6947413, 77.2547287 28.6939032, 77.2546180 28.6930334, 77.2545908 28.6928408, 77.2545156 28.6923097, 77.2544777 28.6920418, 77.2544672 28.6919650, 77.2544291 28.6916871, 77.2543248 28.6909258, 77.2541816 28.6899937, 77.2541722 28.6899324, 77.2541308 28.6896111, 77.2540770 28.6892159, 77.2540757 28.6892028, 77.2540400 28.6888609, 77.2540323 28.6886781, 77.2540335 28.6884951, 77.2540435 28.6883124, 77.2540628 28.6881265, 77.2540913 28.6879416, 77.2541289 28.6877579)","motorway","NH709B",1.991838,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/175803910","ODbL 1.0; © OpenStreetMap contributors","way",175803910,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-211144686","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6260761,77.2743216,"LINESTRING(77.2762208 28.6236489, 77.2758740 28.6241479, 77.2758293 28.6242122, 77.2757185 28.6243716, 77.2755059 28.6246536, 77.2753975 28.6248250, 77.2750669 28.6253377, 77.2749203 28.6255419, 77.2747854 28.6256910, 77.2746711 28.6257967, 77.2745152 28.6259341, 77.2743446 28.6260613, 77.2741844 28.6261647, 77.2739522 28.6262972, 77.2736481 28.6264421, 77.2724523 28.6270248, 77.2722962 28.6271187, 77.2721735 28.6272098, 77.2720650 28.6272981, 77.2719670 28.6273899, 77.2718491 28.6275111, 77.2717467 28.6276303, 77.2716279 28.6277945)","motorway","709B",0.658909,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/211144686","ODbL 1.0; © OpenStreetMap contributors","way",211144686,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-211144687","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6211923,77.2778822,"LINESTRING(77.2784686 28.6203284, 77.2772958 28.6220562)","motorway","709B",0.223642,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/211144687","ODbL 1.0; © OpenStreetMap contributors","way",211144687,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-211144688","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6212343,77.2780121,"LINESTRING(77.2774188 28.6220860, 77.2786054 28.6203826)","motorway","709B",0.222015,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/211144688","ODbL 1.0; © OpenStreetMap contributors","way",211144688,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-370545019","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6267402,77.2733014,"LINESTRING(77.2717061 28.6279500, 77.2718733 28.6276885, 77.2720170 28.6275286, 77.2721454 28.6273952, 77.2722892 28.6272826, 77.2724499 28.6271673, 77.2726924 28.6270306, 77.2739267 28.6264420, 77.2743475 28.6262150, 77.2744612 28.6261458, 77.2745699 28.6260707, 77.2746733 28.6259900, 77.2747675 28.6259071, 77.2748561 28.6258195, 77.2749387 28.6257276, 77.2750151 28.6256316)","motorway","709B",0.420506,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/370545019","ODbL 1.0; © OpenStreetMap contributors","way",370545019,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-40102594","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6380968,77.2695473,"LINESTRING(77.2698639 28.6351814, 77.2695423 28.6381426, 77.2692510 28.6406857, 77.2692190 28.6409658, 77.2692138 28.6410108)","motorway","",0.6513,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/40102594","ODbL 1.0; © OpenStreetMap contributors","way",40102594,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-605840575","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6412827,77.2693194,"LINESTRING(77.2692862 28.6415556, 77.2693526 28.6410097)","motorway","",0.061046,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/605840575","ODbL 1.0; © OpenStreetMap contributors","way",605840575,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-605840581","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6470012,77.2687643,"LINESTRING(77.2687520 28.6471490, 77.2687765 28.6468535)","motorway","",0.032945,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/605840581","ODbL 1.0; © OpenStreetMap contributors","way",605840581,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-605958418","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6462961,77.2686825,"LINESTRING(77.2686957 28.6461733, 77.2686694 28.6464189)","motorway","",0.02743,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/605958418","ODbL 1.0; © OpenStreetMap contributors","way",605958418,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-614020389","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6281449,77.2714323,"LINESTRING(77.2715369 28.6279313, 77.2713277 28.6283585)","motorway","709B",0.051705,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/614020389","ODbL 1.0; © OpenStreetMap contributors","way",614020389,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-614020390","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6281495,77.2716094,"LINESTRING(77.2715127 28.6283491, 77.2717061 28.6279500)","motorway","709B",0.048226,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/614020390","ODbL 1.0; © OpenStreetMap contributors","way",614020390,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-614020391","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6286081,77.2714384,"LINESTRING(77.2713957 28.6288725, 77.2714119 28.6287456, 77.2714355 28.6286196, 77.2714697 28.6284834, 77.2715127 28.6283491)","motorway","709B",0.059418,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/614020391","ODbL 1.0; © OpenStreetMap contributors","way",614020391,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-614020392","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6285372,77.2712888,"LINESTRING(77.2713277 28.6283585, 77.2713065 28.6284377, 77.2712911 28.6285180, 77.2712815 28.6285989, 77.2712782 28.6286588, 77.2712782 28.6287188)","motorway","709B",0.040485,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/614020392","ODbL 1.0; © OpenStreetMap contributors","way",614020392,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-614443772","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6278629,77.2715824,"LINESTRING(77.2716279 28.6277945, 77.2715369 28.6279313)","motorway","709B",0.017615,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/614443772","ODbL 1.0; © OpenStreetMap contributors","way",614443772,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-776652305","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6479735,77.2686795,"LINESTRING(77.2686023 28.6487976, 77.2686175 28.6486411, 77.2686824 28.6479420, 77.2687202 28.6475355, 77.2687520 28.6471490)","motorway","NH709B",0.183899,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/776652305","ODbL 1.0; © OpenStreetMap contributors","way",776652305,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-982712814","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6195895,77.2791036,"LINESTRING(77.2786054 28.6203826, 77.2790302 28.6197152, 77.2795741 28.6187835)","motorway","709B",0.201421,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/982712814","ODbL 1.0; © OpenStreetMap contributors","way",982712814,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-982712815","traffic","major_road_segment","Delhi-Dehradun Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.6195401,77.278985,"LINESTRING(77.2794483 28.6187265, 77.2789192 28.6196557, 77.2784686 28.6203284)","motorway","709B",0.202284,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/982712815","ODbL 1.0; © OpenStreetMap contributors","way",982712815,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1057236580","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5669266,77.1340151,"LINESTRING(77.1339250 28.5656004, 77.1339282 28.5656314, 77.1340317 28.5671733, 77.1340730 28.5678347, 77.1340991 28.5682532)","motorway","NH48",0.29547,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1057236580","ODbL 1.0; © OpenStreetMap contributors","way",1057236580,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1183491326","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.56783,77.1342405,"LINESTRING(77.1342558 28.5682421, 77.1342252 28.5674180)","motorway","NH48",0.091685,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1183491326","ODbL 1.0; © OpenStreetMap contributors","way",1183491326,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1203516200","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5357609,77.1122307,"LINESTRING(77.1163211 28.5384174, 77.1162243 28.5382899, 77.1160438 28.5380523, 77.1157396 28.5377480, 77.1154151 28.5374372, 77.1149891 28.5371692, 77.1125741 28.5359376, 77.1116915 28.5354833, 77.1099393 28.5345814, 77.1087381 28.5339631, 77.1077837 28.5334704)","motorway","NH48",1.007149,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1203516200","ODbL 1.0; © OpenStreetMap contributors","way",1203516200,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1203516201","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.52497,77.1005876,"LINESTRING(77.1020661 28.5271818, 77.1014815 28.5262830, 77.1010943 28.5257169, 77.0990927 28.5227666)","motorway","NH48",0.57047,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1203516201","ODbL 1.0; © OpenStreetMap contributors","way",1203516201,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1203516202","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5252848,77.1005816,"LINESTRING(77.0989282 28.5228533, 77.1009333 28.5258021, 77.1019741 28.5273665, 77.1022117 28.5277284)","motorway","NH48",0.6299,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1203516202","ODbL 1.0; © OpenStreetMap contributors","way",1203516202,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1203516203","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5329627,77.1064081,"LINESTRING(77.1056184 28.5324541, 77.1061325 28.5328238, 77.1072600 28.5333920)","motorway","NH48",0.191881,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1203516203","ODbL 1.0; © OpenStreetMap contributors","way",1203516203,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-1508749203","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5151061,77.093759,"LINESTRING(77.0931356 28.5140924, 77.0934430 28.5146121, 77.0944016 28.5161107)","motorway","NH48",0.256282,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/1508749203","ODbL 1.0; © OpenStreetMap contributors","way",1508749203,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-190261045","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5122957,77.0931662,"LINESTRING(77.0933672 28.5140133, 77.0932013 28.5134639, 77.0931331 28.5128083, 77.0931510 28.5125312, 77.0931800 28.5120805, 77.0933576 28.5114929, 77.0937323 28.5106374)","motorway","NH48",0.386998,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/190261045","ODbL 1.0; © OpenStreetMap contributors","way",190261045,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-190261048","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5217769,77.0982104,"LINESTRING(77.0974926 28.5207004, 77.0989282 28.5228533)","motorway","NH48",0.277454,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/190261048","ODbL 1.0; © OpenStreetMap contributors","way",190261048,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-190261052","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5216872,77.0983763,"LINESTRING(77.0990927 28.5227666, 77.0976599 28.5206079)","motorway","NH48",0.277873,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/190261052","ODbL 1.0; © OpenStreetMap contributors","way",190261052,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-190261055","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5191545,77.0966618,"LINESTRING(77.0976599 28.5206079, 77.0956637 28.5177011)","motorway","NH48",0.377506,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/190261055","ODbL 1.0; © OpenStreetMap contributors","way",190261055,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-190261057","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5169424,77.0949465,"LINESTRING(77.0944016 28.5161107, 77.0947733 28.5166825, 77.0953059 28.5174817, 77.0954984 28.5177706)","motorway","NH48",0.213429,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/190261057","ODbL 1.0; © OpenStreetMap contributors","way",190261057,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-205771483","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5732287,77.1384266,"LINESTRING(77.1340991 28.5682532, 77.1341297 28.5688402, 77.1341560 28.5690980, 77.1341827 28.5692982, 77.1342320 28.5695314, 77.1342907 28.5697417, 77.1343554 28.5699231, 77.1344295 28.5700971, 77.1345181 28.5702675, 77.1346099 28.5704259, 77.1347183 28.5705883, 77.1348326 28.5707534, 77.1349805 28.5709222, 77.1351249 28.5710697, 77.1352680 28.5712045, 77.1354133 28.5713267, 77.1355899 28.5714493, 77.1368231 28.5722695, 77.1383852 28.5732042, 77.1391905 28.5736800, 77.1403453 28.5742100, 77.1411990 28.5745287, 77.1419618 28.5748295, 77.1423984 28.5750799, 77.1426765 28.5752531, 77.1430738 28.5755678, 77.1434319 28.5759310, 77.1437453 28.5764170, 77.1439115 28.5768376, 77.1440697 28.5772547)","motorway","NH48",1.479505,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/205771483","ODbL 1.0; © OpenStreetMap contributors","way",205771483,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-225718656","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5133245,77.0928718,"LINESTRING(77.0927379 28.5125324, 77.0927934 28.5130106, 77.0928573 28.5132801, 77.0929107 28.5134436, 77.0931356 28.5140924)","motorway","NH48",0.17839,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/225718656","ODbL 1.0; © OpenStreetMap contributors","way",225718656,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-24973559","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5822362,77.1456526,"LINESTRING(77.1483397 28.5866695, 77.1482579 28.5866156, 77.1481740 28.5865602, 77.1478571 28.5863413, 77.1471964 28.5857430, 77.1468396 28.5853885, 77.1464998 28.5849906, 77.1463985 28.5848289, 77.1462697 28.5845005, 77.1460368 28.5837279, 77.1459992 28.5835746, 77.1457601 28.5826506, 77.1450112 28.5797630, 77.1448999 28.5793337, 77.1446173 28.5782075, 77.1443609 28.5775208, 77.1442360 28.5771910)","motorway","NH48",1.156498,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/24973559","ODbL 1.0; © OpenStreetMap contributors","way",24973559,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
"osm-road-way-25878331","traffic","major_road_segment","Delhi-Gurugram Expressway","OSM-mapped motorway road segment used as a traffic-emission proxy.","line",28.5192355,77.0964955,"LINESTRING(77.0954984 28.5177706, 77.0974926 28.5207004)","motorway","NH48",0.379597,,"",,"","","mapped_current_or_unspecified",True,"C",False,"OpenStreetMap","OpenStreetMap contributors","","https://www.openstreetmap.org/way/25878331","ODbL 1.0; © OpenStreetMap contributors","way",25878331,"","2026-07-17T00:00:00Z","Location and road-class context only; not measured traffic volume or proof of emissions.","Use line geometry for nearest-road distance; midpoint coordinates are for indexing and bearing approximation."
